day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,rolling_slope_80,window_return_80,slope_tstat_80,uptrend_signal
-2,969800,ASH_COATED_OSMIUM,9989.0,13.0,9986.0,28.0,,,10007.0,28.0,,,,,9998.0,0.0,-0.025222691045475854,0.0,-3.6700975336552695,False
-2,969900,ASH_COATED_OSMIUM,9988.0,14.0,9986.0,29.0,,,10004.0,14.0,10007.0,29.0,,,9996.0,0.0,-0.024355368026254102,-2.0,-3.544071327820871,False
-2,970000,ASH_COATED_OSMIUM,9988.0,10.0,9985.0,21.0,,,10006.0,21.0,,,,,9997.0,0.0,-0.022515236755743084,0.0,-3.258552767857091,False
-2,970200,ASH_COATED_OSMIUM,9988.0,10.0,9986.0,22.0,,,10004.0,10.0,10007.0,22.0,,,9996.0,0.0,-0.02252695733708392,-0.5,-3.2603518814896106,False
-2,970300,ASH_COATED_OSMIUM,9988.0,12.0,9985.0,27.0,,,10004.0,12.0,10006.0,27.0,,,9996.0,0.0,-0.022989920300046884,-1.0,-3.334207504606256,False
-2,970400,ASH_COATED_OSMIUM,9988.0,11.0,,,,,10006.0,26.0,,,,,9997.0,0.0,-0.022040553211439287,-1.0,-3.178254581004045,False
-2,970500,ASH_COATED_OSMIUM,9988.0,15.0,,,,,10004.0,15.0,10007.0,29.0,,,9996.0,0.0,-0.021067744960150025,-2.0,-3.0406938247004844,False
-2,970600,ASH_COATED_OSMIUM,9989.0,15.0,9986.0,22.0,,,10005.0,15.0,10007.0,22.0,,,9997.0,0.0,-0.019122128457571497,-1.0,-2.7490568398816855,False
-2,970700,ASH_COATED_OSMIUM,9989.0,12.0,,,,,10005.0,12.0,,,,,9997.0,0.0,-0.0171530707923113,-1.0,-2.4587574009342843,False
-2,970800,ASH_COATED_OSMIUM,9989.0,11.0,9986.0,26.0,,,10005.0,11.0,10007.0,26.0,,,9997.0,0.0,-0.015160571964369433,-2.0,-2.1689893417353634,False
-2,971000,ASH_COATED_OSMIUM,9988.0,10.0,9985.0,25.0,,,10006.0,25.0,,,,,9997.0,0.0,-0.012195264885138302,-2.0,-1.7603271812785126,False
-2,971100,ASH_COATED_OSMIUM,9988.0,14.0,9985.0,23.0,,,10004.0,14.0,10006.0,23.0,,,9996.0,0.0,-0.010109001406469762,-2.0,-1.4810946334245652,False
-2,971200,ASH_COATED_OSMIUM,9987.0,13.0,9985.0,27.0,,,10003.0,13.0,10006.0,27.0,,,9995.0,0.0,-0.009827707454289732,-3.0,-1.4429602484244137,False
-2,971300,ASH_COATED_OSMIUM,9985.0,29.0,,,,,10003.0,13.0,10006.0,29.0,,,9994.0,0.0,-0.010402015939990624,-3.0,-1.5177052778821443,False
-2,971500,ASH_COATED_OSMIUM,9984.0,27.0,,,,,10003.0,11.0,10005.0,27.0,,,9993.5,0.0,-0.012294889826535395,-4.5,-1.7645903562712408,False
-2,971600,ASH_COATED_OSMIUM,9987.0,13.0,,,,,10003.0,13.0,10005.0,24.0,,,9995.0,0.0,-0.011767463666197844,-3.0,-1.694916270737173,False
-2,971800,ASH_COATED_OSMIUM,9988.0,15.0,,,,,10004.0,15.0,10006.0,26.0,,,9996.0,0.0,-0.010243788091889357,-2.0,-1.4838946029044109,False
-2,971900,ASH_COATED_OSMIUM,9988.0,10.0,9985.0,25.0,,,10004.0,10.0,10006.0,25.0,,,9996.0,0.0,-0.008673230192217534,-3.5,-1.2647190174060987,False
-2,972000,ASH_COATED_OSMIUM,9987.0,13.0,9985.0,29.0,,,10003.0,13.0,10006.0,29.0,,,9995.0,0.0,-0.0065576652601969055,-3.0,-0.9842344012654549,False
-2,972100,ASH_COATED_OSMIUM,9985.0,27.0,,,,,10003.0,13.0,10006.0,27.0,,,9994.0,0.0,-0.006686591654946086,-4.0,-1.0019678261912182,False
-2,972200,ASH_COATED_OSMIUM,9987.0,11.0,9985.0,20.0,,,10003.0,11.0,10006.0,20.0,,,9995.0,0.0,-0.005795827473042663,-4.0,-0.8755355356561029,False
-2,972300,ASH_COATED_OSMIUM,9996.0,5.0,9987.0,13.0,9984.0,30.0,10003.0,13.0,,,,,9999.5,0.0,0.00028129395218002813,1.5,0.04182854701633915,False
-2,972400,ASH_COATED_OSMIUM,9987.0,11.0,,,,,10006.0,25.0,,,,,9996.5,0.0,0.002619549929676512,-3.5,0.3948513077066756,False
-2,972500,ASH_COATED_OSMIUM,9997.0,5.0,,,,,10003.0,15.0,10006.0,23.0,,,10000.0,0.0,0.01013244256915143,4.0,1.5490556414073267,False
-2,972600,ASH_COATED_OSMIUM,9987.0,13.0,,,,,10003.0,13.0,,,,,9995.0,0.0,0.009218237224566338,-2.0,1.4008074216802735,False
-2,972700,ASH_COATED_OSMIUM,9985.0,26.0,,,,,10003.0,13.0,10006.0,26.0,,,9994.0,0.0,0.008350914205344584,-2.5,1.2541906431316596,False
-2,972800,ASH_COATED_OSMIUM,9985.0,20.0,,,,,10006.0,20.0,,,,,9995.5,0.0,0.00846812001875293,-1.5,1.2726955880275002,False
-2,972900,ASH_COATED_OSMIUM,9984.0,20.0,,,,,10003.0,13.0,10005.0,20.0,,,9993.5,0.0,0.00723159868729489,-3.5,1.0673137906764312,False
-2,973000,ASH_COATED_OSMIUM,9987.0,13.0,9984.0,30.0,,,10005.0,30.0,,,,,9996.0,0.0,0.008391936240037506,0.5,1.2468018988038474,False
-2,973100,ASH_COATED_OSMIUM,9986.0,12.0,9984.0,29.0,,,10002.0,12.0,10005.0,29.0,,,9994.0,0.0,0.006299812470698546,-3.0,0.9218378396139938,False
-2,973300,ASH_COATED_OSMIUM,9986.0,12.0,9983.0,20.0,,,10002.0,12.0,10004.0,20.0,,,9994.0,0.0,0.005666901078293483,-3.0,0.8230307411335702,False
-2,973400,ASH_COATED_OSMIUM,9986.0,14.0,9983.0,29.0,,,10002.0,14.0,10004.0,29.0,,,9994.0,0.0,0.005104313173933427,-2.0,0.7365335012385823,False
-2,973500,ASH_COATED_OSMIUM,9986.0,12.0,9984.0,28.0,,,10002.0,12.0,10005.0,28.0,,,9994.0,0.0,0.003662681669010783,-2.0,0.5226346647180101,False
-2,973600,ASH_COATED_OSMIUM,9986.0,10.0,9984.0,23.0,,,10002.0,10.0,,,,,9994.0,0.0,0.0022679324894514766,-0.5,0.3203699212245107,False
-2,973700,ASH_COATED_OSMIUM,9983.0,28.0,,,,,10002.0,11.0,10004.0,28.0,,,9992.5,0.0,-0.0018928738865447727,-4.5,-0.2604959107283771,False
-2,973800,ASH_COATED_OSMIUM,9986.0,11.0,9983.0,26.0,,,10002.0,11.0,10004.0,26.0,,,9994.0,0.0,-0.0022444913267698078,-2.0,-0.3079550927336794,False
-2,973900,ASH_COATED_OSMIUM,9986.0,11.0,,,,,10002.0,11.0,10004.0,27.0,,,9994.0,0.0,-0.0034751523675574307,-2.0,-0.4737028453983927,False
-2,974000,ASH_COATED_OSMIUM,9985.0,15.0,9983.0,28.0,,,10001.0,15.0,10004.0,28.0,,,9993.0,0.0,-0.0055848570089076415,-3.0,-0.7489706675723967,False
-2,974200,ASH_COATED_OSMIUM,9986.0,15.0,9983.0,26.0,,,10002.0,15.0,10004.0,26.0,,,9994.0,0.0,-0.00669831223628692,2.0,-0.8939754126694544,False
-2,974300,ASH_COATED_OSMIUM,9986.0,14.0,9983.0,30.0,,,10002.0,14.0,10004.0,30.0,,,9994.0,0.0,-0.011562353492733239,-1.0,-1.6051977662194583,False
-2,974400,ASH_COATED_OSMIUM,9986.0,14.0,,,,,10002.0,14.0,10005.0,22.0,,,9994.0,0.0,-0.013625175808720113,0.0,-1.8916691279870959,False
-2,974500,ASH_COATED_OSMIUM,9986.0,14.0,9984.0,22.0,,,10002.0,14.0,10005.0,22.0,,,9994.0,0.0,-0.01661392405063291,-2.0,-2.3328137300225147,False
-2,974600,ASH_COATED_OSMIUM,9986.0,13.0,,,,,10002.0,13.0,10005.0,21.0,,,9994.0,0.0,-0.017703938115330522,-2.5,-2.4805130056766154,False
-2,974700,ASH_COATED_OSMIUM,9986.0,12.0,9983.0,25.0,,,10002.0,12.0,10004.0,25.0,,,9994.0,0.0,-0.018272386310360995,-1.0,-2.5553150499570765,False
-2,974800,ASH_COATED_OSMIUM,9986.0,13.0,9983.0,23.0,,,10002.0,13.0,10004.0,23.0,,,9994.0,0.0,-0.020206282231598687,-1.0,-2.8350416219784176,False
-2,974900,ASH_COATED_OSMIUM,9986.0,14.0,9983.0,28.0,,,10002.0,14.0,10004.0,28.0,,,9994.0,0.0,-0.022116736990154713,-1.0,-3.116128780609499,False
-2,975000,ASH_COATED_OSMIUM,9983.0,24.0,,,,,10002.0,11.0,10004.0,24.0,,,9992.5,0.0,-0.025392639474917957,-2.5,-3.5555359783289235,False
-2,975100,ASH_COATED_OSMIUM,9986.0,10.0,9983.0,28.0,,,10002.0,10.0,10004.0,28.0,,,9994.0,0.0,-0.02722105016408814,-2.0,-3.8359732777754276,False
-2,975200,ASH_COATED_OSMIUM,9986.0,10.0,9984.0,28.0,,,10002.0,10.0,10005.0,28.0,,,9994.0,0.0,-0.02807665260196906,-1.0,-3.958829142359126,False
-2,975300,ASH_COATED_OSMIUM,9986.0,11.0,9984.0,22.0,,,10002.0,11.0,10005.0,22.0,,,9994.0,0.0,-0.029834739803094232,0.0,-4.238088638964426,False
-2,975400,ASH_COATED_OSMIUM,9986.0,13.0,9984.0,25.0,,,10002.0,13.0,10004.0,25.0,,,9994.0,0.0,-0.032518752930145334,-1.0,-4.722726949550497,False
-2,975500,ASH_COATED_OSMIUM,9986.0,14.0,9983.0,20.0,,,10004.0,20.0,,,,,9995.0,0.0,-0.03332747304266292,0.0,-4.875407483392566,False
-2,975600,ASH_COATED_OSMIUM,9986.0,10.0,9983.0,21.0,,,10002.0,10.0,,,,,9994.0,0.0,-0.03506211908110642,-2.5,-5.182958341678704,False
-2,975700,ASH_COATED_OSMIUM,9983.0,30.0,,,,,10002.0,11.0,10004.0,30.0,,,9992.5,0.0,-0.03673816221284576,-2.5,-5.3951142869384325,False
-2,975800,ASH_COATED_OSMIUM,9985.0,13.0,9983.0,22.0,,,10001.0,13.0,10004.0,22.0,,,9993.0,0.0,-0.03928152836380684,-3.0,-5.8221255583668565,False
-2,975900,ASH_COATED_OSMIUM,9986.0,14.0,9983.0,26.0,,,10002.0,14.0,10004.0,26.0,,,9994.0,0.0,-0.03990271917487107,-1.0,-5.929352039624345,False
-2,976000,ASH_COATED_OSMIUM,9985.0,13.0,9983.0,28.0,,,10004.0,28.0,,,,,9994.5,0.0,-0.04096343178621659,-1.5,-6.150425178500326,False
-2,976100,ASH_COATED_OSMIUM,9985.0,14.0,,,,,10001.0,14.0,10004.0,24.0,,,9993.0,0.0,-0.042451945616502576,1.0,-6.385486323069554,False
-2,976200,ASH_COATED_OSMIUM,9982.0,20.0,,,,,10001.0,12.0,10003.0,20.0,,,9991.5,0.0,-0.049056493202062824,-3.5,-8.009980348657587,False
-2,976300,ASH_COATED_OSMIUM,9985.0,14.0,9982.0,27.0,,,10003.0,27.0,,,,,9994.0,0.0,-0.05048640412564463,-2.0,-8.397854554102052,False
-2,976400,ASH_COATED_OSMIUM,9994.0,4.0,9985.0,14.0,9982.0,26.0,10001.0,14.0,,,,,9997.5,0.0,-0.047702766057196436,1.5,-7.4513354087373616,False
-2,976500,ASH_COATED_OSMIUM,9985.0,10.0,9982.0,30.0,,,10001.0,10.0,10003.0,30.0,,,9993.0,0.0,-0.049120956399437414,-3.0,-7.710276516433125,False
-2,976600,ASH_COATED_OSMIUM,9985.0,15.0,9982.0,28.0,,,10001.0,15.0,10003.0,28.0,,,9993.0,0.0,-0.05046882325363338,-3.0,-7.96364072710026,False
-2,976700,ASH_COATED_OSMIUM,9983.0,30.0,,,,,10001.0,15.0,10004.0,30.0,,,9992.0,0.0,-0.052672292545710264,-1.5,-8.32053010539605,False
-2,976800,ASH_COATED_OSMIUM,9983.0,25.0,,,,,10001.0,15.0,10004.0,25.0,,,9992.0,0.0,-0.05715541490857946,-5.0,-9.536919299026364,False
-2,976900,ASH_COATED_OSMIUM,9985.0,14.0,9983.0,23.0,,,10001.0,14.0,10004.0,23.0,,,9993.0,0.0,-0.057354664791373654,-3.0,-9.575107993079381,False
-2,977000,ASH_COATED_OSMIUM,9985.0,13.0,9982.0,21.0,,,10003.0,21.0,,,,,9994.0,0.0,-0.05748359118612283,-3.0,-9.61099621823845,False
-2,977100,ASH_COATED_OSMIUM,9985.0,12.0,9983.0,29.0,,,10001.0,12.0,10004.0,29.0,,,9993.0,0.0,-0.057542194092827,-5.0,-9.622312787995083,False
-2,977200,ASH_COATED_OSMIUM,9984.0,14.0,9982.0,21.0,,,10000.0,14.0,10003.0,21.0,,,9992.0,0.0,-0.05748359118612283,-6.0,-9.616046600056244,False
-2,977300,ASH_COATED_OSMIUM,9984.0,10.0,9982.0,24.0,,,10003.0,24.0,,,,,9993.5,0.0,-0.05589545241443976,-4.5,-9.348036757156144,False
-2,977400,ASH_COATED_OSMIUM,9984.0,14.0,9981.0,28.0,,,10000.0,14.0,,,,,9992.0,0.0,-0.05559071729957806,-4.0,-9.316697978134476,False
-2,977500,ASH_COATED_OSMIUM,9989.0,2.0,9984.0,11.0,9981.0,21.0,10000.0,11.0,10002.0,21.0,,,9994.5,0.0,-0.054729254571026724,-1.0,-9.070444066745992,False
-2,977600,ASH_COATED_OSMIUM,9984.0,14.0,,,,,10002.0,29.0,,,,,9993.0,0.0,-0.05569620253164557,-4.0,-9.306951572581935,False
-2,977700,ASH_COATED_OSMIUM,9981.0,22.0,,,,,10000.0,11.0,10002.0,22.0,,,9990.5,0.0,-0.05749531176746367,-6.5,-9.45856937893443,False
-2,977800,ASH_COATED_OSMIUM,9994.0,10.0,9984.0,10.0,,,10000.0,10.0,,,,,9997.0,0.0,-0.0531235349273324,1.5,-8.087172639238185,False
-2,977900,ASH_COATED_OSMIUM,9984.0,10.0,9982.0,28.0,,,10000.0,10.0,,,,,9992.0,0.0,-0.05480543834974215,-5.0,-8.386130153678858,False
-2,978000,ASH_COATED_OSMIUM,9982.0,28.0,,,,,10000.0,12.0,10003.0,28.0,,,9991.0,0.0,-0.05590717299578059,-6.0,-8.49967343196457,False
-2,978100,ASH_COATED_OSMIUM,9984.0,14.0,9982.0,22.0,,,9994.0,3.0,10000.0,14.0,10003.0,22.0,9989.0,0.0,-0.05872011251758087,-8.0,-8.625689160068816,False
-2,978200,ASH_COATED_OSMIUM,9984.0,10.0,9982.0,27.0,,,10000.0,10.0,,,,,9992.0,0.0,-0.05856774496015003,-6.0,-8.604705843759055,False
-2,978300,ASH_COATED_OSMIUM,9984.0,10.0,9982.0,22.0,,,10000.0,10.0,10003.0,22.0,,,9992.0,0.0,-0.05734880450070323,-6.0,-8.474477095671169,False
-2,978400,ASH_COATED_OSMIUM,9982.0,24.0,,,,,9990.0,10.0,10003.0,24.0,,,9986.0,0.0,-0.061544772620721985,-10.0,-8.25840007008333,False
-2,978500,ASH_COATED_OSMIUM,9984.0,15.0,,,,,10000.0,15.0,10003.0,21.0,,,9992.0,0.0,-0.061802625410220344,-5.0,-8.29876856778561,False
-2,978600,ASH_COATED_OSMIUM,9984.0,15.0,9981.0,25.0,,,10000.0,15.0,10002.0,25.0,,,9992.0,0.0,-0.06101734646038443,-4.0,-8.19494410342052,False
-2,978700,ASH_COATED_OSMIUM,9984.0,11.0,,,,,10000.0,11.0,,,,,9992.0,0.0,-0.06106422878574777,-4.0,-8.202222519269213,False
-2,978800,ASH_COATED_OSMIUM,9983.0,13.0,,,,,9999.0,13.0,10002.0,30.0,,,9991.0,0.0,-0.06194327238631036,-6.0,-8.318611816588653,False
-2,978900,ASH_COATED_OSMIUM,9983.0,10.0,9981.0,22.0,,,9989.0,7.0,9999.0,10.0,10002.0,22.0,9986.0,0.0,-0.06638537271448663,-10.0,-8.311101388029243,False
-2,979000,ASH_COATED_OSMIUM,9983.0,12.0,9980.0,21.0,,,9999.0,12.0,10001.0,21.0,,,9991.0,0.0,-0.06688935771214252,-6.0,-8.377708711044026,False
-2,979100,ASH_COATED_OSMIUM,9982.0,10.0,9980.0,20.0,,,9998.0,10.0,10001.0,20.0,,,9990.0,0.0,-0.06725269573370839,-7.0,-8.410669780652128,False
-2,979200,ASH_COATED_OSMIUM,9982.0,12.0,9980.0,26.0,,,9998.0,12.0,10001.0,26.0,,,9990.0,0.0,-0.06745194561650258,-7.0,-8.428806051907566,False
-2,979300,ASH_COATED_OSMIUM,9987.0,2.0,9982.0,12.0,,,9998.0,12.0,10000.0,20.0,,,9992.5,0.0,-0.06517229254571026,-4.5,-8.106798480711818,False
-2,979400,ASH_COATED_OSMIUM,9982.0,15.0,,,,,9998.0,15.0,10001.0,21.0,,,9990.0,0.0,-0.06510196905766526,-6.0,-8.100578416154955,False
-2,979500,ASH_COATED_OSMIUM,9979.0,24.0,,,,,9997.0,12.0,10000.0,24.0,,,9988.0,0.0,-0.06766877637130801,-7.0,-8.279360615585656,False
-2,979600,ASH_COATED_OSMIUM,9980.0,22.0,,,,,10001.0,22.0,,,,,9990.5,0.0,-0.0686826066572902,-3.5,-8.422971804689714,False
-2,979700,ASH_COATED_OSMIUM,9982.0,15.0,9980.0,26.0,,,9998.0,15.0,10001.0,26.0,,,9990.0,0.0,-0.07100328176277543,-3.5,-8.785930029619582,False
-2,979800,ASH_COATED_OSMIUM,9982.0,15.0,9980.0,25.0,,,9998.0,15.0,10001.0,25.0,,,9990.0,0.0,-0.07370487576183779,-5.0,-9.261803975859419,False
-2,979900,ASH_COATED_OSMIUM,9983.0,12.0,9980.0,26.0,,,9999.0,12.0,10001.0,26.0,,,9991.0,0.0,-0.07397444913267698,-5.0,-9.307796185781953,False
-2,980000,ASH_COATED_OSMIUM,9988.0,5.0,9983.0,10.0,9980.0,25.0,9999.0,10.0,10001.0,25.0,,,9993.5,0.0,-0.07088607594936709,-2.5,-8.697511455551423,False
-2,980100,ASH_COATED_OSMIUM,9983.0,15.0,,,,,10001.0,20.0,,,,,9992.0,0.0,-0.06912798874824191,-3.0,-8.42479746105748,False
-2,980200,ASH_COATED_OSMIUM,9983.0,15.0,9981.0,30.0,,,9999.0,15.0,10002.0,30.0,,,9991.0,0.0,-0.06915142991092359,-3.0,-8.428374393916776,False
-2,980300,ASH_COATED_OSMIUM,9984.0,10.0,9981.0,24.0,,,10000.0,10.0,10002.0,24.0,,,9992.0,0.0,-0.06910454758556024,-3.0,-8.419343538047384,False
-2,980400,ASH_COATED_OSMIUM,9984.0,14.0,,,,,10002.0,20.0,,,,,9993.0,0.0,-0.06713548992030005,-6.5,-8.050400027848555,False
-2,980500,ASH_COATED_OSMIUM,9984.0,14.0,,,,,10000.0,14.0,10002.0,25.0,,,9992.0,0.0,-0.06177332395686826,-4.5,-7.631708297931037,False
-2,980600,ASH_COATED_OSMIUM,9984.0,13.0,9981.0,20.0,,,10000.0,13.0,10002.0,20.0,,,9992.0,0.0,-0.059083450539146744,-8.0,-7.283390343724658,False
-2,980700,ASH_COATED_OSMIUM,9983.0,11.0,,,,,9999.0,11.0,10002.0,22.0,,,9991.0,0.0,-0.05389123300515706,-4.0,-7.0550909044529035,False
-2,980800,ASH_COATED_OSMIUM,9981.0,26.0,,,,,10000.0,10.0,10002.0,26.0,,,9990.5,0.0,-0.05369784341303328,-3.5,-7.030507176808717,False
-2,980900,ASH_COATED_OSMIUM,9989.0,2.0,9981.0,27.0,,,9999.0,14.0,10002.0,27.0,,,9994.0,0.0,-0.05110759493670886,-1.5,-6.500275861758981,False
-2,981000,ASH_COATED_OSMIUM,9983.0,14.0,,,,,9999.0,14.0,10002.0,27.0,,,9991.0,0.0,-0.049871073605250824,-2.5,-6.352396529178693,False
-2,981100,ASH_COATED_OSMIUM,9984.0,14.0,9981.0,21.0,,,10000.0,14.0,,,,,9992.0,0.0,-0.04950187529301454,-4.0,-6.290442134521359,False
-2,981200,ASH_COATED_OSMIUM,9984.0,15.0,9981.0,29.0,,,10000.0,15.0,,,,,9992.0,0.0,-0.046724097515236755,-2.0,-5.943910154278703,False
-2,981300,ASH_COATED_OSMIUM,9983.0,14.0,9981.0,27.0,,,9999.0,14.0,10002.0,27.0,,,9991.0,0.0,-0.04667721518987342,-3.0,-5.937414773749158,False
-2,981400,ASH_COATED_OSMIUM,9989.0,3.0,9981.0,30.0,,,10002.0,30.0,,,,,9995.5,0.0,-0.04239334270979841,1.5,-5.112635187664159,False
-2,981500,ASH_COATED_OSMIUM,9981.0,27.0,,,,,10001.0,27.0,,,,,9991.0,0.0,-0.04231129864041257,-3.0,-5.102361927640749,False
-2,981600,ASH_COATED_OSMIUM,9983.0,13.0,9981.0,30.0,,,9999.0,13.0,10002.0,30.0,,,9991.0,0.0,-0.042158931082981715,-3.0,-5.083304056102938,False
-2,981700,ASH_COATED_OSMIUM,9980.0,21.0,,,,,10001.0,21.0,,,,,9990.5,0.0,-0.04239920300046882,-2.0,-5.1119380580139335,False
-2,981800,ASH_COATED_OSMIUM,9983.0,10.0,9980.0,20.0,,,10001.0,20.0,,,,,9992.0,0.0,-0.04259259259259259,-2.0,-5.141975944841244,False
-2,981900,ASH_COATED_OSMIUM,9983.0,15.0,9980.0,22.0,,,9999.0,15.0,10001.0,22.0,,,9991.0,0.0,-0.04227613689639006,-3.0,-5.102283461779387,False
-2,982000,ASH_COATED_OSMIUM,9982.0,13.0,,,,,9998.0,13.0,10001.0,26.0,,,9990.0,0.0,-0.04281528363806845,-3.0,-5.163478986220321,False
-2,982100,ASH_COATED_OSMIUM,9983.0,14.0,9980.0,24.0,,,9999.0,14.0,10001.0,24.0,,,9991.0,0.0,-0.043284106891701826,-3.0,-5.228274649871022,False
-2,982200,ASH_COATED_OSMIUM,9981.0,28.0,,,,,9999.0,15.0,10002.0,28.0,,,9990.0,0.0,-0.0436826066572902,-4.0,-5.273848144159348,False
-2,982300,ASH_COATED_OSMIUM,9983.0,14.0,9981.0,21.0,,,9999.0,14.0,,,,,9991.0,0.0,-0.04306141584622597,-3.0,-5.195310979827939,False
-2,982400,ASH_COATED_OSMIUM,9989.0,5.0,9981.0,29.0,,,9999.0,13.0,10002.0,29.0,,,9994.0,0.0,-0.03959212376933896,0.0,-4.653848290009756,False
-2,982500,ASH_COATED_OSMIUM,9983.0,14.0,9981.0,29.0,,,9999.0,14.0,,,,,9991.0,0.0,-0.038900609470229726,-3.0,-4.571586536225333,False
-2,982600,ASH_COATED_OSMIUM,9983.0,12.0,9981.0,28.0,,,10001.0,28.0,,,,,9992.0,0.0,-0.03721284575714955,-2.0,-4.356276533197751,False
-2,982700,ASH_COATED_OSMIUM,9983.0,10.0,9981.0,30.0,,,9999.0,10.0,10002.0,30.0,,,9991.0,0.0,-0.036404125644631975,-3.0,-4.262023477850707,False
-2,982800,ASH_COATED_OSMIUM,9983.0,15.0,,,,,9999.0,15.0,,,,,9991.0,0.0,-0.035525082044069387,-3.0,-4.160095978389712,False
-2,983000,ASH_COATED_OSMIUM,9983.0,14.0,,,,,9999.0,14.0,10001.0,24.0,,,9991.0,0.0,-0.03457571495546179,-1.5,-4.05057862933522,False
-2,983100,ASH_COATED_OSMIUM,9983.0,11.0,9980.0,27.0,,,9992.0,3.0,9999.0,11.0,10001.0,27.0,9987.5,0.0,-0.03822081575246132,-6.5,-4.404478324901435,False
-2,983200,ASH_COATED_OSMIUM,9983.0,13.0,9980.0,22.0,,,9992.0,3.0,10001.0,22.0,,,9987.5,0.0,-0.04032466010314112,-6.5,-4.578588336911105,False
-2,983300,ASH_COATED_OSMIUM,9983.0,12.0,9980.0,27.0,,,9998.0,12.0,10001.0,27.0,,,9990.5,0.0,-0.03949835911861228,-3.5,-4.487120454276093,False
-2,983400,ASH_COATED_OSMIUM,9983.0,11.0,9981.0,22.0,,,9999.0,11.0,10002.0,22.0,,,9991.0,0.0,-0.038127051101734644,-3.0,-4.330046678855806,False
-2,983500,ASH_COATED_OSMIUM,9983.0,13.0,9980.0,28.0,,,9999.0,13.0,,,,,9991.0,0.0,-0.036685419596812,-4.0,-4.166415325378133,False
-2,983600,ASH_COATED_OSMIUM,9983.0,11.0,9981.0,22.0,,,9999.0,11.0,10002.0,22.0,,,9991.0,0.0,-0.03422409751523676,-3.0,-3.9100967729922815,False
-2,983700,ASH_COATED_OSMIUM,9984.0,14.0,9981.0,30.0,,,10000.0,14.0,10002.0,30.0,,,9992.0,0.0,-0.031692451945616505,-0.5,-3.608709992532893,False
-2,983800,ASH_COATED_OSMIUM,9985.0,15.0,9982.0,23.0,,,10001.0,15.0,10003.0,23.0,,,9993.0,0.0,-0.029612048757618376,0.0,-3.329599064196486,False
-2,983900,ASH_COATED_OSMIUM,9985.0,15.0,9982.0,26.0,,,10001.0,15.0,10003.0,26.0,,,9993.0,0.0,-0.02706868260665729,-1.0,-3.00867288506287,False
-2,984000,ASH_COATED_OSMIUM,9985.0,12.0,9982.0,29.0,,,10001.0,12.0,10003.0,29.0,,,9993.0,0.0,-0.02357594936708861,-1.5,-2.602064608171993,False
-2,984100,ASH_COATED_OSMIUM,9985.0,10.0,,,,,10001.0,10.0,10003.0,30.0,,,9993.0,0.0,-0.019585091420534457,0.0,-2.15779248459844,False
-2,984200,ASH_COATED_OSMIUM,9985.0,11.0,9983.0,21.0,,,10001.0,11.0,10004.0,21.0,,,9993.0,0.0,-0.0169831223628692,1.5,-1.8574186185809538,False
-2,984300,ASH_COATED_OSMIUM,9985.0,11.0,9983.0,21.0,,,10001.0,11.0,10004.0,21.0,,,9993.0,0.0,-0.015805203938115332,-1.0,-1.717721210445599,False
-2,984400,ASH_COATED_OSMIUM,9985.0,12.0,9982.0,29.0,,,10001.0,12.0,,,,,9993.0,0.0,-0.012289029535864979,-4.5,-1.3344819365500582,False
-2,984500,ASH_COATED_OSMIUM,9985.0,15.0,9983.0,25.0,,,10004.0,25.0,,,,,9994.5,0.0,-0.004037740271917487,1.5,-0.45544753923487413,False
-2,984600,ASH_COATED_OSMIUM,9985.0,10.0,9983.0,30.0,,,10001.0,10.0,10004.0,30.0,,,9993.0,0.0,-0.0013771683075480543,0.0,-0.15515911674757962,False
-2,984700,ASH_COATED_OSMIUM,9985.0,14.0,9983.0,23.0,,,10001.0,14.0,10004.0,23.0,,,9993.0,0.0,0.0012834036568213783,1.0,0.1445921567617641,False
-2,984800,ASH_COATED_OSMIUM,9985.0,13.0,9982.0,22.0,,,10001.0,13.0,10003.0,22.0,,,9993.0,0.0,0.002994608532583216,1.0,0.33641248728733386,False
-2,984900,ASH_COATED_OSMIUM,9982.0,28.0,,,,,10001.0,15.0,10003.0,28.0,,,9991.5,0.0,0.003293483356774496,-1.5,0.37015608990108856,False
-2,985000,ASH_COATED_OSMIUM,9984.0,14.0,9982.0,28.0,,,10000.0,14.0,10003.0,28.0,,,9992.0,0.0,0.005016408813877168,-2.0,0.5664348394775515,False
-2,985200,ASH_COATED_OSMIUM,9985.0,12.0,9983.0,29.0,,,10001.0,12.0,10003.0,29.0,,,9993.0,0.0,0.00863806844819503,0.0,0.9867350496503703,False
-2,985300,ASH_COATED_OSMIUM,9984.0,15.0,,,,,10000.0,15.0,10003.0,27.0,,,9992.0,0.0,0.01040787623066104,0.0,1.1967307208366291,False
-2,985400,ASH_COATED_OSMIUM,9984.0,12.0,9982.0,22.0,,,10000.0,12.0,10003.0,22.0,,,9992.0,0.0,0.011251758087201125,-1.5,1.295771766414867,False
-2,985500,ASH_COATED_OSMIUM,9984.0,11.0,9982.0,21.0,,,10000.0,11.0,10003.0,21.0,,,9992.0,0.0,0.013519690576652602,0.0,1.5759875863511552,False
